name,time,records,calculations
PyOpenCl GPU,282.084493637,100000000,100
PyOpenCl GPU,28.2670760155,10000000,100
PyOpenCl GPU,1.80022716522,1000000,100
PyOpenCl GPU,0.372838973999,100000,100
PyOpenCl CPU,280.166387558,100000000,100
PyOpenCl CPU,17.3505544662,10000000,100
PyOpenCl CPU,2.01954126358,1000000,100
PyOpenCl CPU,0.38334608078,100000,100
PyPy Numpy,121807.559,100000000,100
PyPy Numpy,12004.987,10000000,100
PyPy Numpy,1194.925,1000000,100
PyPy Numpy,128.151,100000,100
